location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor,localizationGuesses
"(7, 108)","((26.71339746948766, -80.05586799212426), (26.71339746948766, -80.05585792434147), (26.71340646270372, -80.05586799212426), (26.71340646270372, -80.05585792434147))","(26.713401966095688, -80.05586295823286)","{'57': 106.32974714634226, '20': 85.52490889707497, '05': 26.936791287258387, '34': 20.217921905479322, '22': 106.97282999769634, '06': 86.97744102574589, '31': 49.09233077302008, '36': 8.99760534260078, '35': 14.599274989428913}","{'57': -65.65148421458181, '20': -62.81461938812107, '05': -47.76221661921978, '34': -44.023936221659135, '22': -65.73004534132235, '06': -63.03403956352587, '31': -55.5822503330033, '36': -33.47564898125035, '35': -39.781779449229816}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 109)","((26.71339746948766, -80.05585792434147), (26.71339746948766, -80.05584785655867), (26.71340646270372, -80.05585792434147), (26.71340646270372, -80.05584785655867))","(26.713401966095688, -80.05585289045007)","{'57': 107.32546737967877, '20': 86.51695900375928, '05': 27.867260933232114, '34': 19.332111511791624, '22': 107.97462279555607, '06': 87.97917393013157, '31': 50.09388485895465, '36': 9.935580786830405, '35': 13.635986887031947}","{'57': -65.77292443347051, '20': -62.96487815979134, '05': -48.20466930412913, '34': -43.44021952833933, '22': -65.85149164701191, '06': -63.183237178114204, '31': -55.84538217730176, '36': -34.76763855036208, '35': -38.89243802859635}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 110)","((26.71339746948766, -80.05584785655867), (26.71339746948766, -80.05583778877588), (26.71340646270372, -80.05584785655867), (26.71340646270372, -80.05583778877588))","(26.713401966095688, -80.05584282266727)","{'57': 108.3212996732194, '20': 87.5092311856378, '05': 28.802516101794208, '34': 18.45816620485089, '22': 108.97641567957172, '06': 88.98090828924256, '31': 51.0954484891329, '36': 10.884935743406176, '35': 12.678668837231875}","{'57': -65.89325664623536, '20': -63.11345683160818, '05': -48.6347536235515, '34': -42.83749734797871, '22': -65.97181636641693, '06': -63.33074581828914, '31': -56.10330724642369, '36': -35.95661686994557, '35': -37.94405053169895}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 111)","((26.71339746948766, -80.05583778877588), (26.71339746948766, -80.05582772099308), (26.71340646270372, -80.05583778877588), (26.71340646270372, -80.05582772099308))","(26.713401966095688, -80.05583275488448)","{'57': 109.31724096391487, '20': 88.50171797868022, '05': 29.742105345200834, '34': 17.597853812831598, '22': 109.97820864731563, '06': 89.98264405434972, '31': 52.09702111310108, '36': 11.842933907397022, '35': 11.728782780334512}","{'57': -66.01250064359695, '20': -63.26039181765821, '05': -49.052992007279975, '34': -42.21563195050546, '22': -66.09104002616434, '06': -63.47660329139902, '31': -56.35622751771165, '36': -37.055619948753645, '35': -36.92942907485329}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 112)","((26.71339746948766, -80.05582772099308), (26.71339746948766, -80.05581765321028), (26.71340646270372, -80.05582772099308), (26.71340646270372, -80.05581765321028))","(26.713401966095688, -80.05582268710168)","{'57': 110.3132882995929, '20': 89.49441223612648, '05': 30.685630540545077, '34': 16.75327468753266, '22': 110.98000169657539, '06': 90.98438117908542, '31': 53.09860222185184, '36': 12.807635918484912, '35': 10.788292008657923}","{'57': -66.13067569750791, '20': -63.40571838434016, '05': -49.459892334011464, '34': -41.57483205899118, '22': -66.20918259450718, '06': -63.6208461495486, '31': -56.604333444321135, '36': -38.07590998408351, '35': -35.84042157301356}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 113)","((26.71339746948766, -80.05581765321028), (26.71339746948766, -80.05580758542749), (26.71340646270372, -80.05581765321028), (26.71340646270372, -80.05580758542749))","(26.713401966095688, -80.05581261931889)","{'57': 111.30943883383743, '20': 90.48730713607544, '05': 31.632739491409975, '34': 15.926931957641777, '22': 111.9817948251331, '06': 91.98611961904611, '31': 54.10019134424878, '36': 13.777633648848205, '35': 9.859885415463774}","{'57': -66.24780057885758, '20': -63.54947070055906, '05': -49.85594492399566, '34': -40.91580452170172, '22': -66.32626350137004, '06': -63.76350974451334, '31': -56.84780481529675, '36': -39.02707975770712, '35': -34.66799681830881}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 114)","((26.71339746948766, -80.05580758542749), (26.71339746948766, -80.05579751764469), (26.71340646270372, -80.05580758542749), (26.71340646270372, -80.05579751764469))","(26.713401966095688, -80.05580255153609)","{'57': 112.30568981998579, '20': 91.4803961401745, '05': 32.58311968665623, '34': 15.121815541974954, '22': 112.98358803087558, '06': 92.98785933166012, '31': 55.10178804327472, '36': 14.751882488127391, '35': 8.947325482664956}","{'57': -66.36389357430616, '20': -63.69168187828592, '05': -50.241620691983314, '34': -40.23995886619499, '22': -66.44230165753989, '06': -63.90462827971796, '31': -57.08681153677485, '36': -39.91726410642654, '35': -33.402637868273516}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 115)","((26.71339746948766, -80.05579751764469), (26.71339746948766, -80.0557874498619), (26.71340646270372, -80.05579751764469), (26.71340646270372, -80.0557874498619))","(26.713401966095688, -80.0557924837533)","{'57': 113.30203860900997, '20': 92.47367299926744, '05': 33.53649301896014, '34': 14.341500754614557, '22': 113.98538131178357, '06': 93.98960027631978, '31': 56.103391913118486, '36': 15.729592551075287, '35': 8.055999200588971}","{'57': -66.47897250284207, '20': -63.83238401768144, '05': -50.617370147922095, '34': -39.54967878400573, '22': -66.55731547299621, '06': -64.04423485946717, '31': -57.321514343068365, '36': -40.75336497377803, '35': -32.03542321448081}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 116)","((26.71339746948766, -80.0557874498619), (26.71339746948766, -80.0557773820791), (26.71340646270372, -80.0557874498619), (26.71340646270372, -80.0557773820791))","(26.713401966095688, -80.0557824159705)","{'57': 114.29848264245493, '20': 93.46713172179112, '05': 34.49261130103112, '34': 13.590260385062177, '22': 114.9871746658874, '06': 94.99134241394034, '31': 57.10500257635016, '36': 16.71015629892746, '35': 7.193803576351992}","{'57': -66.59305473106629, '20': -63.9716082446758, '05': -50.983623011574245, '34': -38.84867411367455, '22': -66.67132287443528, '06': -64.18236153548858, '31': -57.55206544489871, '36': -41.541256143937574, '35': -30.56059804371541}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 117)","((26.71339746948766, -80.0557773820791), (26.71339746948766, -80.0557673142963), (26.71340646270372, -80.0557773820791), (26.71340646270372, -80.0557673142963))","(26.713401966095688, -80.0557723481877)","{'57': 115.29501945137824, '20': 94.46076657042128, '05': 35.4512524354324, '34': 12.873185529498823, '22': 115.98896809129457, '06': 95.99308570726876, '31': 58.106619681846475, '36': 17.693099279910506, '35': 6.372573548879238}","{'57': -66.70615718851028, '20': -64.10938475056719, '05': -51.34078826234838, '34': -38.14242163263635, '22': -66.78434132204231, '06': -64.31903935113684, '31': -57.778609121476116, '36': -42.28595821418284, '35': -28.98128647802326}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 118)","((26.71339746948766, -80.0557673142963), (26.71339746948766, -80.05575724651351), (26.71340646270372, -80.0557673142963), (26.71340646270372, -80.05575724651351))","(26.713401966095688, -80.0557622804049)","{'57': 116.29164665034877, '20': 95.45457204494711, '05': 36.41221716597072, '34': 12.19630390297896, '22': 116.99076158616239, '06': 96.99483012048655, '31': 59.10824290209821, '36': 18.678045871261304, '35': 5.610327469434743}","{'57': -66.81829638175373, '20': -64.2457428277308, '05': -51.689254508218234, '34': -37.43868790349988, '22': -66.89638782553646, '06': -64.4542983832084, '31': -58.00128226187854, '36': -42.991783910421034, '35': -27.32148712144225}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 119)","((26.71339746948766, -80.05575724651351), (26.71339746948766, -80.05574717873071), (26.71340646270372, -80.05575724651351), (26.71340646270372, -80.05574717873071))","(26.713401966095688, -80.05575221262211)","{'57': 117.28836193603239, '20': 96.4485428711476, '05': 37.37532626376793, '34': 11.56667398089902, '22': 117.99255514873084, '06': 97.99657561918761, '31': 60.10987193135683, '36': 19.664695011064577, '35': 4.934475853369664}","{'57': -66.92948840846569, '20': -64.38071090436648, '05': -52.02939055522542, '34': -36.74809562196244, '22': -67.00747895953833, '06': -64.58816778165854, '31': -58.22021486115581, '36': -43.66245723465197, '35': -25.649071624418433}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 120)","((26.71339746948766, -80.05574717873071), (26.71339746948766, -80.05573711094792), (26.71340646270372, -80.05574717873071), (26.71340646270372, -80.05573711094792))","(26.713401966095688, -80.05574214483931)","{'57': 118.28516308030827, '20': 97.44267398896307, '05': 38.34041813176575, '34': 10.992418293347932, '22': 118.99434877730064, '06': 98.99832217044447, '31': 61.11150648395659, '36': 20.652802692141822, '35': 4.385148404145211}","{'57': -67.03974897026018, '20': -64.51431657743453, '05': -52.361546127490755, '34': -36.084638166765686, '22': -67.11763087828191, '06': -64.72067580731093, '31': -58.43553047550153, '36': -44.3012106609615, '35': -24.111369647129195}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 121)","((26.71339746948766, -80.05573711094792), (26.71339746948766, -80.05572704316512), (26.71340646270372, -80.05573711094792), (26.71340646270372, -80.05572704316512))","(26.713401966095688, -80.05573207705652)","{'57': 119.28204793167981, '20': 98.43696054154775, '05': 39.30734672385121, '34': 10.482641259699564, '22': 119.99614247020001, '06': 100.0000697426318, '31': 62.113146292814356, '36': 21.642169139935685, '35': 4.0146230281177635}","{'57': -67.14909338593408, '20': -64.64658664409734, '05': -52.68605266892062, '34': -35.46596248557595, '22': -67.22685932970845, '06': -64.85184986763701, '31': -58.64734664048302, '36': -44.910864386630685, '35': -22.961183923268294}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 122)","((26.71339746948766, -80.05572704316512), (26.71339746948766, -80.05571697538232), (26.71340646270372, -80.05572704316512), (26.71340646270372, -80.05571697538232))","(26.713401966095688, -80.05572200927372)","{'57': 120.27901440838924, '20': 99.43139786661986, '05': 40.2759797528242, '34': 10.047162310155745, '22': 120.99793622581792, '06': 101.00181830544841, '31': 63.11479110748715, '36': 22.632629277140538, '35': 3.874540816567723}","{'57': -67.25753660326264, '20': -64.77754713193798, '05': -53.00322419679455, '34': -34.9131433290237, '22': -67.3351796689818, '06': -64.98171655077864, '31': -58.855775255744604, '36': -45.493891072927006, '35': -22.498447991568998}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 123)","((26.71339746948766, -80.05571697538232), (26.71339746948766, -80.05570690759953), (26.71340646270372, -80.05571697538232), (26.71340646270372, -80.05570690759953))","(26.713401966095688, -80.05571194149093)","{'57': 121.27606049806575, '20': 100.42598148427817, '05': 41.2461971388368, '34': 9.695997528352532, '22': 121.99973004264262, '06': 102.0035678295862, '31': 64.11644069355444, '36': 23.624045541807074, '35': 3.989252056271716}","{'57': -67.3650932110244, '20': -64.90722332726615, '05': -53.313358176473734, '34': -34.449615664419966, '22': -67.44260687144688, '06': -65.11030165784648, '31': -59.06092293971071, '36': -46.052468916363786, '35': -22.878585108109363}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 124)","((26.71339746948766, -80.05570690759953), (26.71339746948766, -80.05569683981673), (26.71340646270372, -80.05570690759953), (26.71340646270372, -80.05569683981673))","(26.713401966095688, -80.05570187370813)","{'57': 122.273184252074, '20': 101.4207070920597, '05': 42.217889649564945, '34': 9.43856241929036, '22': 123.00152391917345, '06': 103.00531828703924, '31': 65.11809483067583, '36': 24.616302410611876, '35': 4.338593590504295}","{'57': -67.47177744997668, '20': -65.03563980301008, '05': -53.61673639258963, '34': -34.09901634855429, '22': -67.54915554504521, '06': -65.23763023372203, '31': -59.262891356543406, '36': -46.58852533803365, '35': -23.972309890756396}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(7, 125)","((26.71339746948766, -80.05569683981673), (26.71339746948766, -80.05568677203394), (26.71340646270372, -80.05569683981673), (26.71340646270372, -80.05568677203394))","(26.713401966095688, -80.05569180592533)","{'57': 123.27038378622176, '20': 102.41557055152005, '05': 43.19095772541547, '34': 9.282658448903147, '22': 124.00331785394839, '06': 104.00706965090498, '31': 66.11975331223819, '36': 25.609302173903917, '35': 4.872356070364534}","{'57': -67.5776032240698, '20': -65.16282044420788, '05': -53.91362580974228, '34': -33.88201191350743, '22': -67.65483994223854, '06': -65.36372659630517, '31': -59.46177751847245, '36': -47.10377311807281, '35': -25.484011347958383}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
